trade_date,open,high,low,close,adj_close,volume
2022-05-18,200.0,201.0,191.63,192.24,192.24,23960000
2022-05-19,191.2,195.29,189.6,191.29,191.29,24446938
2022-05-20,194.97,197.91,187.87,193.54,193.54,31465600
2022-05-23,195.19,196.99,191.24,196.23,196.23,25059200
2022-05-24,180.55,183.68,176.11,181.28,181.28,50406300
2022-05-25,180.4,185.45,179.32,183.83,183.83,28030200
2022-05-26,182.88,192.83,182.26,191.63,191.63,23056500
2022-05-27,191.36,195.33,189.8,195.13,195.13,22562727
2022-05-31,194.89,197.6,192.01,193.64,193.64,26131103
2022-06-01,196.51,199.53,185.0,188.64,188.64,36623500
2022-06-02,188.45,200.94,187.73,198.86,198.86,31951600
2022-06-03,195.98,196.61,189.78,190.78,190.78,19465000
2022-06-06,193.99,196.92,188.4,194.25,194.25,30574242
2022-06-07,191.93,196.53,191.49,195.65,195.65,18828700
2022-06-08,194.67,202.03,194.41,196.64,196.64,22267200
2022-06-09,194.28,199.45,183.68,184.0,184.0,23501600
2022-06-10,183.04,183.1,175.02,175.57,175.57,27478354
2022-06-13,170.59,172.58,164.03,164.26,164.26,31749304
2022-06-14,166.03,166.75,161.36,163.73,163.73,27244300
2022-06-15,167.2,172.16,163.98,169.35,169.35,30008300
2022-06-16,163.72,165.08,159.61,160.87,160.87,26944143
2022-06-17,161.68,165.9,159.9,163.74,163.74,31374215
2022-06-21,165.93,167.76,155.97,157.05,157.05,50724900
2022-06-22,158.38,160.79,155.44,155.85,155.85,47596820
2022-06-23,156.27,159.75,154.25,158.75,158.75,40499200
2022-06-24,161.73,170.25,161.3,170.16,170.16,68736009
2022-06-27,171.32,171.75,168.01,169.49,169.49,29174600
2022-06-28,169.9,171.3,160.61,160.68,160.68,27788725
2022-06-29,163.57,166.33,160.32,163.94,163.94,28595236
2022-06-30,162.15,165.23,158.49,161.25,161.25,35250605
2022-07-01,160.31,160.62,155.0,160.03,160.03,31423933
2022-07-05,158.14,168.25,157.02,168.19,168.19,28664799
2022-07-06,168.2,171.59,165.46,169.77,169.77,23085921
2022-07-07,169.45,172.72,167.78,172.19,172.19,24083400
2022-07-08,169.98,172.4,168.15,170.88,170.88,19249243
2022-07-11,167.07,167.49,161.91,162.88,162.88,21905133
2022-07-12,164.8,165.91,162.1,163.27,163.27,16639700
2022-07-13,160.16,164.98,159.61,163.49,163.49,16555138
2022-07-14,161.22,162.59,157.28,158.05,158.05,23765200
2022-07-15,160.54,164.98,159.82,164.7,164.7,23342807
2022-07-18,166.75,171.69,165.64,167.23,167.23,23574337
2022-07-19,170.37,176.49,169.51,175.78,175.78,25933700
2022-07-20,177.49,183.6,176.7,183.09,183.09,24784300
2022-07-21,180.63,183.85,178.87,183.17,183.17,27195815
2022-07-22,173.07,175.6,168.41,169.27,169.27,42583916
2022-07-25,169.0,170.57,164.81,166.65,166.65,26166326
2022-07-26,165.94,166.0,157.95,159.15,159.15,28468424
2022-07-27,162.59,170.87,162.02,169.58,169.58,43846600
2022-07-28,161.06,161.51,154.85,160.72,160.72,73214326
2022-07-29,157.69,160.14,155.17,159.1,159.1,42065400
2022-08-01,157.25,165.19,155.23,159.93,159.93,40596702
2022-08-02,158.31,162.24,158.01,160.19,160.19,27374516
2022-08-03,162.69,169.54,161.57,168.8,168.8,31721900
2022-08-04,168.3,172.15,166.8,170.57,170.57,23938212
2022-08-05,166.99,171.61,165.8,167.11,167.11,25832701
2022-08-08,168.0,177.51,167.13,170.25,170.25,27299113
2022-08-09,168.95,169.53,166.6,168.53,168.53,18655100
2022-08-10,175.99,180.48,173.95,178.34,178.34,30262132
2022-08-11,179.71,183.1,176.37,177.49,177.49,24079100
2022-08-12,180.81,181.46,178.91,180.5,180.5,21274046
2022-08-15,178.96,181.44,178.2,180.89,180.89,15878700
2022-08-16,179.44,180.99,177.04,179.47,179.47,21156710
2022-08-17,176.76,178.14,174.17,174.85,174.85,20118133
2022-08-18,174.34,175.76,171.86,174.66,174.66,18844500
2022-08-19,170.2,172.32,167.05,167.96,167.96,26240800
2022-08-22,165.49,165.49,162.26,163.05,163.05,19499711
2022-08-23,162.48,165.05,160.7,161.11,161.11,18111800
2022-08-24,160.6,165.46,159.77,163.26,163.26,20891500
2022-08-25,165.18,168.88,164.02,168.78,168.78,15550514
2022-08-26,168.48,170.92,161.67,161.78,161.78,24023633
2022-08-29,160.66,163.05,159.01,159.17,159.17,20052700
2022-08-30,160.35,161.66,155.91,157.16,157.16,19567948
2022-08-31,167.07,167.84,162.14,162.93,162.93,40953000
2022-09-01,163.58,167.36,160.35,165.36,165.36,30145700
2022-09-02,167.45,167.93,159.22,160.32,160.32,22634200
2022-09-06,160.1,161.69,157.69,158.54,158.54,19339800
2022-09-07,157.76,160.96,156.81,160.39,160.39,16831200
2022-09-08,158.71,162.23,157.74,162.06,162.06,22530800
2022-09-09,163.25,169.54,163.02,169.15,169.15,22129802
2022-09-12,167.39,171.39,167.28,168.96,168.96,23220405
2022-09-13,161.54,161.63,152.67,153.13,153.13,44444100
2022-09-14,153.33,153.54,149.05,151.47,151.47,43064200
2022-09-15,149.8,154.2,148.7,149.55,149.55,34606348
2022-09-16,148.05,148.58,144.29,146.29,146.29,40122824
2022-09-19,145.24,148.58,145.1,148.02,148.02,22169500
2022-09-20,145.78,148.84,145.22,146.09,146.09,23217400
2022-09-21,146.39,149.6,142.0,142.12,142.12,38338614
2022-09-22,141.55,144.58,140.87,142.82,142.82,34418521
2022-09-23,141.42,142.62,138.89,140.41,140.41,31710700
2022-09-26,140.12,142.24,136.19,136.37,136.37,30497021
2022-09-27,137.92,139.42,134.12,134.4,134.4,30826500
2022-09-28,134.62,142.03,134.27,141.61,141.61,32658500
2022-09-29,139.36,139.84,135.2,136.41,136.41,38985414
2022-09-30,136.05,140.99,135.5,135.68,135.68,33166400
2022-10-03,137.14,139.62,136.1,138.61,138.61,27723100
2022-10-04,140.49,142.39,139.34,140.28,140.28,34670729
2022-10-05,138.24,140.21,134.78,138.98,138.98,27979348
2022-10-06,137.72,141.45,136.6,139.07,139.07,36231100
2022-10-07,136.76,138.29,132.44,133.45,133.45,33214800
2022-10-10,133.55,136.11,131.87,133.79,133.79,24024000
2022-10-11,131.62,132.66,126.99,128.54,128.54,38481403
2022-10-12,128.32,129.67,126.25,127.5,127.5,34605245
2022-10-13,123.53,131.14,122.53,130.29,130.29,34325715
2022-10-14,131.0,131.79,126.52,126.76,126.76,23559407
2022-10-17,130.3,134.79,130.18,134.04,134.04,29612245
2022-10-18,137.09,137.84,131.4,132.8,132.8,25445000
2022-10-19,132.89,137.0,132.22,133.23,133.23,30691047
2022-10-20,132.93,136.77,131.31,131.53,131.53,26356300
2022-10-21,126.31,130.12,125.44,130.01,130.01,46348647
2022-10-24,127.25,133.48,124.57,129.72,129.72,63563447
2022-10-25,130.88,138.35,130.59,137.51,137.51,38433219
2022-10-26,131.68,135.55,128.53,129.82,129.82,89294679
2022-10-27,97.98,102.5,96.38,97.94,97.94,232316600
2022-10-28,99.58,100.85,97.51,99.2,99.2,95928306
2022-10-31,98.22,99.32,92.6,93.16,93.16,121361444
2022-11-01,94.33,97.49,93.55,95.2,95.2,110189617
2022-11-02,94.21,95.2,90.48,90.54,90.54,71821100
2022-11-03,90.08,90.46,88.41,88.91,88.91,60664012
2022-11-04,90.35,91.39,88.09,90.79,90.79,55638100
2022-11-07,94.78,96.88,93.1,96.72,96.72,81987300
2022-11-08,95.92,97.8,94.79,96.47,96.47,52088320
2022-11-09,101.72,104.9,100.74,101.47,101.47,107677300
2022-11-10,107.12,112.75,104.61,111.87,111.87,80671000
2022-11-11,109.23,114.9,108.81,113.02,113.02,59961742
2022-11-14,110.99,116.27,110.8,114.22,114.22,53395000
2022-11-15,116.07,118.74,114.41,117.08,117.08,50670500
2022-11-16,114.5,116.08,112.66,113.23,113.23,33287800
2022-11-17,110.41,112.33,109.8,111.45,111.45,35093822
2022-11-18,113.8,114.32,110.62,112.05,112.05,33357707
2022-11-21,111.52,112.37,109.19,109.86,109.86,24351100
2022-11-22,109.86,111.62,108.32,111.44,111.44,29029000
2022-11-23,111.72,112.67,110.73,112.24,112.24,21343100
2022-11-25,111.3,112.73,111.02,111.41,111.41,12007600
2022-11-28,110.78,112.04,108.38,108.78,108.78,23332816
2022-11-29,109.54,110.94,108.54,109.46,109.46,23899238
2022-11-30,109.51,118.16,109.38,118.1,118.1,43348600
2022-12-01,119.2,121.2,118.4,120.44,120.44,36551400
2022-12-02,117.83,124.04,117.61,123.49,123.49,39950500
2022-12-05,121.75,124.67,121.35,122.43,122.43,35474900
2022-12-06,119.91,120.55,113.74,114.12,114.12,43689200
2022-12-07,113.76,115.88,112.88,113.93,113.93,29461137
2022-12-08,116.39,117.34,114.59,115.33,115.33,30619418
2022-12-09,115.3,117.54,113.87,115.9,115.9,26033400
2022-12-12,115.18,115.72,113.14,114.71,114.71,24747100
2022-12-13,122.13,123.3,118.64,120.15,120.15,44701100
2022-12-14,119.39,124.14,119.39,121.59,121.59,36922037
2022-12-15,118.33,118.63,114.01,116.15,116.15,34531000
2022-12-16,120.23,123.31,118.82,119.43,119.43,67064001
2022-12-19,116.83,117.8,114.33,114.48,114.48,29769900
2022-12-20,113.26,117.33,112.46,117.09,117.09,28742501
2022-12-21,116.7,120.34,115.62,119.76,119.76,20392800
2022-12-22,117.2,118.62,114.38,117.12,117.12,23618121
2022-12-23,116.03,118.18,115.54,118.04,118.04,17796625
2022-12-27,117.93,118.6,116.05,116.88,116.88,21392311
2022-12-28,116.25,118.15,115.51,115.62,115.62,19612500
2022-12-29,116.4,121.03,115.77,120.26,120.26,22366200
2022-12-30,118.16,120.42,117.74,120.34,120.34,19583825
2023-01-03,122.82,126.37,122.28,124.74,124.74,35528531
2023-01-04,127.38,129.05,125.85,127.37,127.37,32397100
2023-01-05,126.13,128.52,124.54,126.94,126.94,25447100
2023-01-06,128.97,130.33,126.04,130.02,130.02,27584500
2023-01-09,131.16,132.95,129.28,129.47,129.47,26649145
2023-01-10,127.27,133.44,127.15,132.99,132.99,28684431
2023-01-11,130.96,133.85,130.34,132.89,132.89,25423046
2023-01-12,133.44,137.68,131.76,136.71,136.71,30757732
2023-01-13,134.97,137.39,134.84,136.98,136.98,22423839
2023-01-17,136.18,136.75,134.25,135.36,135.36,21147600
2023-01-18,135.81,137.25,132.8,133.02,133.02,20215500
2023-01-19,132.49,137.45,132.14,136.15,136.15,28625232
2023-01-20,135.89,139.94,134.61,139.37,139.37,28688630
2023-01-23,139.29,143.76,138.66,143.27,143.27,27470100
