trade_date,open,high,low,close,adj_close,volume
2021-04-12,132.52,132.85,130.63,131.24,131.24,91420000
2021-04-13,132.44,134.66,131.93,134.43,134.43,91266545
2021-04-14,134.94,135.0,131.66,132.03,132.03,87222800
2021-04-15,133.82,135.0,133.64,134.5,134.5,89347102
2021-04-16,134.3,134.67,133.28,134.16,134.16,84922400
2021-04-19,133.51,135.47,133.34,134.84,134.84,94264215
2021-04-20,135.02,135.53,131.81,133.11,133.11,94812349
2021-04-21,132.36,133.75,131.3,133.5,133.5,68847136
2021-04-22,133.04,134.15,131.41,131.94,131.94,84566500
2021-04-23,132.16,135.12,132.16,134.32,134.32,78756779
2021-04-26,134.83,135.06,133.56,134.72,134.72,66905100
2021-04-27,135.01,135.41,134.11,134.39,134.39,66015804
2021-04-28,134.31,135.02,133.08,133.58,133.58,107760100
2021-04-29,136.47,137.07,132.45,133.48,133.48,151101000
2021-04-30,131.78,133.56,131.07,131.46,131.46,109839500
2021-05-03,132.04,134.07,131.83,132.54,132.54,75135100
2021-05-04,131.19,131.49,126.7,127.85,127.85,137564718
2021-05-05,129.2,130.45,127.97,128.1,128.1,84000900
2021-05-06,127.89,129.75,127.13,129.74,129.74,78128334
2021-05-07,130.85,131.26,129.48,130.21,130.21,78973300
2021-05-10,129.41,129.54,126.81,126.85,126.85,88071229
2021-05-11,123.5,126.27,122.77,125.91,125.91,126142826
2021-05-12,123.4,124.64,122.25,122.77,122.77,112172300
2021-05-13,124.58,126.15,124.26,124.97,124.97,105861339
2021-05-14,126.25,127.89,125.85,127.45,127.45,81918000
2021-05-17,126.82,126.93,125.17,126.27,126.27,74244624
2021-05-18,126.56,126.99,124.78,124.85,124.85,63342929
2021-05-19,123.16,124.92,122.86,124.69,124.69,92612000
2021-05-20,125.23,127.72,125.1,127.31,127.31,76857123
2021-05-21,127.82,128.0,125.21,125.43,125.43,79295436
2021-05-24,126.01,127.94,125.94,127.1,127.1,63092945
2021-05-25,127.82,128.32,126.32,126.9,126.9,72009500
2021-05-26,126.96,127.39,126.42,126.85,126.85,56575920
2021-05-27,126.44,127.64,125.08,125.28,125.28,94625601
2021-05-28,125.57,125.8,124.55,124.61,124.61,71311109
2021-06-01,125.08,125.35,123.94,124.28,124.28,67637118
2021-06-02,124.28,125.24,124.05,125.06,125.06,59278900
2021-06-03,124.68,124.85,123.13,123.54,123.54,76229200
2021-06-04,124.07,126.16,123.85,125.89,125.89,75169343
2021-06-07,126.17,126.32,124.83,125.9,125.9,71057600
2021-06-08,126.6,128.46,126.21,126.74,126.74,74403800
2021-06-09,127.21,127.75,126.52,127.13,127.13,56877937
2021-06-10,127.02,128.19,125.94,126.11,126.11,71186421
2021-06-11,126.53,127.44,126.1,127.35,127.35,53522400
2021-06-14,127.82,130.54,127.07,130.48,130.48,96906500
2021-06-15,129.94,130.6,129.39,129.64,129.64,62746332
2021-06-16,130.37,130.89,128.46,130.15,130.15,91815026
2021-06-17,129.8,132.55,129.65,131.79,131.79,96721700
2021-06-18,130.71,131.51,130.24,130.46,130.46,108953309
2021-06-21,130.3,132.41,129.21,132.3,132.3,79663316
2021-06-22,132.13,134.08,131.62,133.98,133.98,74783618
2021-06-23,133.77,134.32,133.23,133.7,133.7,60214200
2021-06-24,134.45,134.64,132.93,133.41,133.41,68711000
2021-06-25,133.46,133.89,132.81,133.11,133.11,70783746
2021-06-28,133.41,135.25,133.35,134.78,134.78,62111303
2021-06-29,134.8,136.49,134.35,136.33,136.33,64556100
2021-06-30,136.17,137.41,135.87,136.96,136.96,63261400
2021-07-01,136.6,137.33,135.76,137.27,137.27,52485800
2021-07-02,137.9,140.0,137.75,139.96,139.96,78945572
2021-07-06,140.07,143.15,140.07,142.02,142.02,108181800
2021-07-07,143.54,144.89,142.66,144.57,144.57,104911600
2021-07-08,141.58,144.06,140.67,143.24,143.24,105575500
2021-07-09,142.75,145.65,142.65,145.11,145.11,99890800
2021-07-12,146.21,146.32,144.0,144.5,144.5,76299719
2021-07-13,144.03,147.46,143.63,145.64,145.64,100827100
2021-07-14,148.1,149.57,147.68,149.15,149.15,127050800
2021-07-15,149.24,150.0,147.09,148.48,148.48,106820300
2021-07-16,148.46,149.76,145.88,146.39,146.39,93251426
2021-07-19,143.75,144.07,141.67,142.45,142.45,121434600
2021-07-20,143.46,147.1,142.96,146.15,146.15,96350036
2021-07-21,145.53,146.13,144.63,145.4,145.4,74993500
2021-07-22,145.94,148.2,145.81,146.8,146.8,77338200
2021-07-23,147.55,148.72,146.92,148.56,148.56,71447416
2021-07-26,148.27,149.83,147.7,148.99,148.99,72434100
2021-07-27,149.12,149.21,145.55,146.77,146.77,104818600
2021-07-28,144.81,146.97,142.54,144.98,144.98,118931200
2021-07-29,144.69,146.55,144.58,145.64,145.64,56699500
2021-07-30,144.38,146.33,144.11,145.86,145.86,70440626
2021-08-02,146.36,146.95,145.25,145.52,145.52,62880000
2021-08-03,145.81,148.04,145.18,147.36,147.36,64786618
2021-08-04,147.27,147.79,146.28,146.95,146.95,56368300
2021-08-05,146.98,147.84,146.17,147.06,147.06,46397700
2021-08-06,146.35,147.11,145.63,146.14,146.14,54126813
2021-08-09,146.2,146.7,145.52,146.09,146.09,48908700
2021-08-10,146.44,147.71,145.3,145.6,145.6,69023100
2021-08-11,146.05,146.72,145.53,145.86,145.86,48493500
2021-08-12,146.19,149.05,145.84,148.89,148.89,73779113
2021-08-13,148.97,149.44,148.27,149.1,149.1,59375009
2021-08-16,148.54,151.19,146.47,151.12,151.12,103558782
2021-08-17,150.23,151.68,149.09,150.19,150.19,92229735
2021-08-18,149.8,150.72,146.15,146.36,146.36,86326000
2021-08-19,145.03,148.0,144.5,146.7,146.7,86960310
2021-08-20,147.44,148.5,146.78,148.19,148.19,60549630
2021-08-23,148.31,150.19,147.89,149.71,149.71,60131810
2021-08-24,149.45,150.86,149.15,149.62,149.62,48606428
2021-08-25,149.81,150.32,147.8,148.36,148.36,58991300
2021-08-26,148.35,149.12,147.51,147.54,147.54,48597200
2021-08-27,147.48,148.75,146.83,148.6,148.6,55802400
2021-08-30,149.0,153.49,148.61,153.12,153.12,90956723
2021-08-31,152.66,152.8,151.29,151.83,151.83,86453117
2021-09-01,152.83,154.98,152.34,152.51,152.51,80313711
2021-09-02,153.87,154.72,152.4,153.65,153.65,71171317
2021-09-03,153.76,154.63,153.09,154.3,154.3,57866066
2021-09-07,154.97,157.26,154.39,156.69,156.69,82278300
2021-09-08,156.98,157.04,153.98,155.11,155.11,74420207
2021-09-09,155.49,156.11,153.95,154.07,154.07,57305730
2021-09-10,155.0,155.48,148.7,148.97,148.97,140893235
2021-09-13,150.63,151.42,148.75,149.55,149.55,102404329
2021-09-14,150.35,151.07,146.91,148.12,148.12,109296300
2021-09-15,148.56,149.44,146.37,149.03,149.03,83281315
2021-09-16,148.44,148.97,147.22,148.79,148.79,68034149
2021-09-17,148.82,148.82,145.76,146.06,146.06,129868824
2021-09-20,143.8,144.84,141.27,142.94,142.94,123478900
2021-09-21,143.93,144.6,142.78,143.43,143.43,75834000
2021-09-22,144.45,146.43,143.7,145.85,145.85,76404341
2021-09-23,146.65,147.08,145.64,146.83,146.83,64838200
2021-09-24,145.66,147.47,145.56,146.92,146.92,53477900
2021-09-27,145.47,145.96,143.82,145.37,145.37,74150729
2021-09-28,143.25,144.75,141.69,141.91,141.91,108972340
2021-09-29,142.47,144.45,142.03,142.83,142.83,74602044
2021-09-30,143.66,144.38,141.28,141.5,141.5,89056700
2021-10-01,141.9,142.92,139.11,142.65,142.65,94639600
2021-10-04,141.76,142.21,138.27,139.14,139.14,98322008
2021-10-05,139.49,142.24,139.36,141.11,141.11,80861100
2021-10-06,139.47,142.15,138.37,142.0,142.0,83221119
2021-10-07,143.06,144.22,142.72,143.29,143.29,61732700
2021-10-08,144.03,144.18,142.56,142.9,142.9,58773200
2021-10-11,142.27,144.81,141.81,142.81,142.81,64452219
2021-10-12,143.23,143.25,141.04,141.51,141.51,73035900
2021-10-13,141.24,141.4,139.2,140.91,140.91,78762721
2021-10-14,142.11,143.88,141.51,143.76,143.76,69907100
2021-10-15,143.77,144.9,143.51,144.84,144.84,67940334
2021-10-18,143.45,146.84,143.16,146.55,146.55,85589200
2021-10-19,147.01,149.17,146.55,148.76,148.76,76378900
2021-10-20,148.7,149.75,148.12,149.26,149.26,58418800
2021-10-21,148.81,149.64,147.87,149.48,149.48,61421000
2021-10-22,149.69,150.18,148.64,148.69,148.69,58883443
2021-10-25,148.68,149.37,147.62,148.64,148.64,50720600
2021-10-26,149.33,150.84,149.01,149.32,149.32,60893400
2021-10-27,149.36,149.73,148.49,148.85,148.85,56094929
2021-10-28,149.82,153.17,149.72,152.57,152.57,100077900
2021-10-29,147.22,149.94,146.41,149.8,149.8,124953200
2021-11-01,148.99,149.7,147.8,148.96,148.96,74588300
2021-11-02,148.66,151.57,148.65,150.02,150.02,69122000
2021-11-03,150.39,151.97,149.82,151.49,151.49,54511534
2021-11-04,151.58,152.43,150.64,150.96,150.96,60394616
2021-11-05,151.89,152.2,150.06,151.28,151.28,65463900
2021-11-08,151.41,151.57,150.16,150.44,150.44,55020900
2021-11-09,150.2,151.43,150.06,150.81,150.81,56787930
2021-11-10,150.02,150.13,147.85,147.92,147.92,65187100
2021-11-11,148.96,149.43,147.68,147.87,147.87,41000000
2021-11-12,148.43,150.4,147.48,149.99,149.99,63804008
2021-11-15,150.37,151.88,149.43,150.0,150.0,59222803
2021-11-16,149.94,151.49,149.34,151.0,151.0,59256210
2021-11-17,151.0,155.0,150.99,153.49,153.49,88807000
2021-11-18,153.71,158.67,153.05,157.87,157.87,137827700
2021-11-19,157.65,161.02,156.53,160.55,160.55,117305600
2021-11-22,161.68,165.7,161.0,161.02,161.02,117467900
2021-11-23,161.12,161.8,159.06,161.41,161.41,96041900
2021-11-24,160.75,162.14,159.64,161.94,161.94,69463623
2021-11-26,159.57,160.45,156.36,156.81,156.81,76959800
2021-11-29,159.37,161.19,158.79,160.24,160.24,88748217
2021-11-30,159.99,165.52,159.92,165.3,165.3,174048100
2021-12-01,167.48,170.3,164.53,164.77,164.77,152423003
2021-12-02,158.74,164.2,157.8,163.76,163.76,136739200
2021-12-03,164.02,164.96,159.72,161.84,161.84,118023116
2021-12-06,164.29,167.88,164.28,165.32,165.32,107497000
2021-12-07,169.08,171.58,168.34,171.18,171.18,120405400
2021-12-08,172.13,175.96,170.7,175.08,175.08,116998901
2021-12-09,174.91,176.75,173.92,174.56,174.56,108923739
2021-12-10,175.21,179.63,174.69,179.45,179.45,115402731
2021-12-13,181.12,182.13,175.53,175.74,175.74,153237019
2021-12-14,175.25,177.74,172.21,174.33,174.33,139380400
2021-12-15,175.11,179.5,172.31,179.3,179.3,131063300
2021-12-16,179.28,181.14,170.75,172.26,172.26,150185843
2021-12-17,169.93,173.47,169.69,171.14,171.14,195923441
2021-12-20,168.28,170.58,167.46,169.75,169.75,107499114
2021-12-21,171.56,173.2,169.12,172.99,172.99,91185905
2021-12-22,173.04,175.86,172.15,175.64,175.64,92135303
2021-12-23,175.85,176.85,175.27,176.28,176.28,68356600
2021-12-27,177.09,180.42,177.07,180.33,180.33,74919600
2021-12-28,180.16,181.33,178.53,179.29,179.29,79144339
2021-12-29,179.33,180.63,178.14,179.38,179.38,62348931
